table,column,dtype,unit,grain,description,available_at,role,nullable_in_this_release,missing_count,null_meaning,generation_family,generator_expressions,parent_symbol_definitions,calibration_status
simulation_truth_die,actual_critical_dimension_nm,float64,nm,one sampled core die simulator state,"Unobserved pre-sampling value: Sampled critical feature-width proxy, not a disclosed node geometry.",never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: cd,"cd = 24+0.35*lith+0.25*die_stress+rng.normal(0,0.18,n_d)",illustrative_simulation_assumption
simulation_truth_die,actual_film_thickness_nm,float64,nm,one sampled core die simulator state,Unobserved pre-sampling value: Sampled deposited film thickness at the modeled deposition module.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: film,"film = 40+0.7*dep+0.5*radius**2+rng.normal(0,0.4,n_d)",illustrative_simulation_assumption
sensor_trace,run_id,str,category/text,one timestamp/sensor/run sample,Fictional run identifier for traceability or configuration.,at timestamp_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:122: f'R{si*n_w+j+1:07}' | generate.py:464: row.run_id,n_w = nl*nw,illustrative_simulation_assumption
sensor_trace,wafer_id,str,category/text,one timestamp/sensor/run sample,Fictional wafer identifier for traceability or configuration.,at timestamp_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:72: wafer_ids | generate.py:195: wafer_ids[dw] | generate.py:122: wafer_ids[j] | generate.py:464: row.wafer_id,"wafer_ids = np.array([f'W{i+1:06}' for i in wi]) | dw = np.repeat(wi,nd)",illustrative_simulation_assumption
sensor_trace,process_step,str,category/text,one timestamp/sensor/run sample,One of ten selected process modules; not the complete upstream DRAM route.,at timestamp_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:122: stage | generate.py:141: stage | generate.py:464: row.process_step,"stage = 'none' if not failed else ('multiple' if len(mode_list)>1 else {                 'dram_electrical':'dram_or_base','tsv_open_short':'tsv_or_interconnect',                 'microbump_open_bridge':'reflow','die_crack':'handling',                 'warpage':'assembly','underfill_void':'molding','delamination':'molding'}[mode_list[0]])",illustrative_simulation_assumption
sensor_trace,sample_index,int64,count/index,one timestamp/sensor/run sample,Zero-based sample position within a run.,at timestamp_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:464: j,,illustrative_simulation_assumption
sensor_trace,elapsed_sec,float64,s,one timestamp/sensor/run sample,Elapsed time from the sampled process-segment start.,at timestamp_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:464: elapsed[j],"elapsed = np.linspace(0,row.duration_sec,ns)",illustrative_simulation_assumption
sensor_trace,timestamp_utc,str,UTC ISO-8601,one timestamp/sensor/run sample,"Timestamp, in a wholly simulated chronology.",at timestamp_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:464: (pd.Timestamp(row.start_time_utc)+pd.Timedelta(seconds=elapsed[j])).strftime('%Y-%m-%dT%H:%M:%S.%fZ'),"elapsed = np.linspace(0,row.duration_sec,ns)",illustrative_simulation_assumption
sensor_trace,sensor_name,str,category/text,one timestamp/sensor/run sample,temperature_c; this release includes temperature traces only.,at timestamp_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:464: 'temperature_c',,illustrative_simulation_assumption
sensor_trace,setpoint_value,int64,degC (sensor_name=temperature_c),one timestamp/sensor/run sample,Stage recipe temperature setpoint for the sampled trace.,at timestamp_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:464: setpoint,,illustrative_simulation_assumption
sensor_trace,measured_value,float64,degC (sensor_name=temperature_c),one timestamp/sensor/run sample,Trace sensor value; unit field is degC.,at timestamp_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:464: values[j],values = row.temperature_c+row.temperature_std_c*z,illustrative_simulation_assumption
sensor_trace,unit,str,category/text,one timestamp/sensor/run sample,Physical unit for the sensor value.,at timestamp_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"AR(1) temperature segment with phi from config, recentered and rescaled to stored run mean/sample SD; uniform elapsed times.",generate.py:45: 'D' | generate.py:70: 'm' | generate.py:44: 'h' | generate.py:116: 'h' | generate.py:118: 's' | generate.py:464: 'degC',,illustrative_simulation_assumption
